,Review_Date,Author,Rating,Review_Title,Review,Review_Url
65,10 September 2023,Lincsobserver,6," Colourful, but confusing
","Who exactly was this film aimed at? Most of the audience when I saw it were adolescents, and there were numerous (perhaps too many) colourful song and dance scenes, which might have appealed to younger viewers, but also a lot of philosophical debate about gender roles and inter-relationships that would have gone over their heads, particularly as these were delivered at a frantic, garbled pace. There were some good comic scenes, and stand-out performances by Margot Robbie and Ryan Gosling, but as the film wore on, it all became a bit preachy. The message seemed to be about finding self-fulfilment rather than romance. Okay, not every film, or every life, has to end in a fairy-tale romantic coupling, but the emphasis on individual fulfilment within the support structure of the sisterhood seems a little bleak. It also makes nonsense of the final confusing pay-off line of the film.",/review/rw9221648/?ref_=tt_urv
66,14 August 2023,stusby,4," A triumph of marketing for a poorly realised story
",It's weird seeing a movie that puts gay male culture front and centre of a lesbian-free world.,/review/rw9221648/?ref_=tt_urv
67,29 July 2023,Vic_max,," A lot like The Lego Movie - except for the 2nd half
","As a guy who never played with Barbie dolls, I was surprised to be caught up in the enthusiasm to see this movie; I purchased tickets well in advance when they first went on sale.",/review/rw9221648/?ref_=tt_urv
68,25 July 2023,mr_bickle_the_pickle,8," Life in plastic, it's fantastic!
","It's an incredibly fun movie. Lots of laughs. Very campy over the top humour. But also surprisingly touching. My favourite scene of the movie is just rather a small quiet moment where Barbie is observing every day life and tells an old woman how beautiful she is. Margot Robbie shines in the lead role. Ryan Gosling clearly was having a lot of fun with the role, but don't sleep on Michael Cera as Allan. I know a lot of people say that Ryan Gosling is a scene stealer, but personally I thought Michael was.",/review/rw9221648/?ref_=tt_urv
69,23 July 2023,agjbull,6," Just a little empty
","I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all.",/review/rw9221648/?ref_=tt_urv
70,23 July 2023,nethy-nho,10," Barbie is not a simple live action of a timeless doll
","But it is also in its smallest details, from the art direction, costumes, and any technical choice completely thought of referencing all Barbie generations and the like. A soundtrack that will take you from laughing to crying (yes, very musical moments, after all it is a Barbie movie), in addition to the hand-picked cast, Margot is impeccable and manages to express all her feelings, just with her eyes. Greta's direction and screenplay, just amazing, strong, emotional, empowering and very, very feminist, not only for the women who are already fighting for the cause, but to open everyone's eyes to a sisterhood.",/review/rw9221648/?ref_=tt_urv
71,23 August 2023,the_oak,7," Brilliant first part, second part a bit confusing
","I loved the first part of this movie. There is a a lot of excitement, wonder, meaning and humor. The main actors are very good and it all seems to be going so well. Barbie is looking for the girl who owned her in the real world. Ken hides in the back seat and comes along. At a certain point the movie becomes a story about the patriarchy suppressing women. There are some long speeches that really do not have a lot of emotional impact. At the start of the movie Ken is a puppet in Barbie world where Barbie controls everything, then it seems like they try to make the point that men and women don't need eachother and I don't think that is right. I think the movie should have been more fair to how men and women can be a great team in stead of being individuals and at odds. All in all I liked the movie, but it could have been better. If I'm saying that because I am a man and just don't get the plights of womanhood, then I'm sorry, but my experience in my own life is that it's not easy to be a man in this world of hours, I don't believe it's the case that men have all the advantages. Ken constantly confess his love to Barbie, but the movie says that his love is not real because he doesn't own Barbie. This to me does not represent men well. When I look around in the society I live in, I don't see men who own their women. I see men and women who love eachother and want to live together and I don't see what's wrong with that. I guess it would just be too traditional if that was the conclusion in this movie.",/review/rw9221648/?ref_=tt_urv
72,1 August 2023,tforbes-2,10," Mind blowing
","Barbie is simply a mind-blowing experience, and in a truly fine way! I was taken aback with the 2001 opening, since I have a personal aversion to seeing toys get destroyed, but then it starts to unfold.",/review/rw9221648/?ref_=tt_urv
73,26 July 2023,JPARM-IMDb,6," Expected more from Greta Gerwig
","Even though I'm not the target audience for this movie, I thought Barbie might impress me due to Greta Gerwig's previous works but I'm disappointed.",/review/rw9221648/?ref_=tt_urv
74,22 July 2023,fernandoschiavi,5," ""Barbie"" is fun and visually beautiful, but unfortunately Barbie doll was dragged into the cultural war, used as a puppet by political militancy
","Despite the strong commercial tone, it is still possible to perceive that we are watching a film by Greta Gerwig, director known for dramatic comedies that capture the complexity of femininity in an original way - although, in this case, it is almost inevitable to fall into some clichés. The undeniable feminist tone exists through the presence of this female director - in addition to Margot Robbie herself as a producer. ""Barbie"" has sharp and intelligent comments on the dynamics between men and women over time and also on how these social roles are seen and problematized today. And the film does it with a big heart: the story is genuinely fun, with a humor that walks between acidity and innocence, but also moves with the existential journey of its protagonists, reserving touching moments and provoking reflections, especially in its final stretch. Debauchery is the great ally of Gerwig and Baumbach to deal not only with sexism, but also with the ""corporate"" issue. It won't be strange if you catch yourself thinking ""how did Mattel let this film see the light of day?"" Laughing at yourself, after all, seems to be a prerequisite for establishing communication with a young generation of consumers who associate their consumption habits with a critical eye on consumerism itself.",/review/rw9221648/?ref_=tt_urv
75,27 July 2023,sanadalsalt,10," Laugh, Reflect, Repeat: Exploring the Wonders of 'Barbie'
","Oh my goodness, where do I even begin with ""Barbie"" (2023)? This film is an absolute delight and a true masterpiece that will leave you in awe. Directed by the incredibly talented Greta Gerwig and starring the stunning Margot Robbie as the iconic doll herself, ""Barbie"" is a cinematic experience like no other.",/review/rw9221648/?ref_=tt_urv
76,23 July 2023,dmmart-28624,6," Great if not ham-fisted message but a sloppy movie.
","I was pretty excited to see this film and hope I'm not going to get put on a list for saying I didn't enjoy it that much. The message of female empowerment was fine, but didn't really speak to gender equality. Barbieland is the opposite of real world where Barbies are in control and kens are perceived as the mindless accessories. However, the ending just puts Barbies back on top and doesn't do much to equality which I hope is our goal. The movie itself was very sloppy and all finish with no build up. You could tell the writers had ideas of what they wanted to have happen but had zero clue how to get there. They wanted Ken to take the patriarchy back to Barbieland but this happens immediately and off screen despite the Kens being bumbling morons the entire movie. It's all payoff and no buildup. Good acting from a strong cast made this more fun to watch but when you start thinking a little deeper it didn't make much sense. I think this was a made for tik tok movie where there's 100 great scenes to throw up on the internet but not very cohesive when put together.",/review/rw9221648/?ref_=tt_urv
77,21 July 2023,jonathanruano,2," Barbie - Unspeakably Bad
",I am not surprised in the least that the Barbie movie is trash and a truly deplorable career choice by Margot Robbie who will probably be type cast forever in Barbie-type roles.,/review/rw9221648/?ref_=tt_urv
78,22 July 2023,lisacarlson50,10," Creatively Brilliant
","Brilliantly written by Greta Gerwig and Noah Baumbach. Everyone in this is fantastic. It's a wink at nostalgia and commentary on society. Never played with Barbies but my daughter did. Tribute to the inventor of Barbie, Ruth Handler. Helen Mirren narrates. Kate McKinnon almost steals the movie. Not a movie for little kids but most of the references will probably go over their heads. My girlfriend and I laughed out loud many times. It's about 20 minutes too long for my taste. The music is spot on. It's a perfect summer movie. Guess what? It has value and substance. Margot Robbie is not only gorgeous but more importantly, she's highly intelligent as actor and producer. This movie is going to make bank!",/review/rw9221648/?ref_=tt_urv
79,30 July 2023,msbecca00,6," Not as clever as it thinks it is
","I went into the film having high expectations, the marketing for Barbie has been really effective, I have to give them that. I had also heard good things about the movie from friends and co-workers. So I went to the cinema with my friend, dressed in pink.",/review/rw9221648/?ref_=tt_urv
80,20 July 2023,PedroPires90,8," A triumph
",I appreciated it but wasn't a huge fan of Greta Gerwig's first two films. I knew absolutely nothing about Barbie except that it was a doll. The trailers didn't impress me. I slept less than an hour last night. I watched the movie alone surrounded by teenagers who cheered when the WB logo appeared in pink.,/review/rw9221648/?ref_=tt_urv
81,20 July 2023,FeastMode,7," I'll beach you off so hard
",I had no idea what to expect going into Barbie. I had no interest in seeing a movie about Barbie but was immediately sold on the highly talented Margot Robbie and the awesome Ryan Gosling. But I was still nervous that the comedy would be aimed strictly at women and would be difficult for a guy to enjoy.,/review/rw9221648/?ref_=tt_urv
82,20 July 2023,MatthewMichaelHoffman,10," Perhaps I treated you too harshly
",SCORE: 9.5/10,/review/rw9221648/?ref_=tt_urv
83,10 August 2023,arcelivez-753-983928,6," Honestly - no idea why people are so hyped up with this
","Honestly I really have no idea why this movie seems to be so popular. Again honest - I went there just for Margot Robbie (I'm a married 34 year old male, and margot is one of my top 3 favorite actrices of all time, and arguably the most talented one from my list). And for that part it was totally ok. But the movie absolutely doesn't deserve an imdb rating above 5.6. The plot itself was very simple. Absolutely nothing particularly special in it. So if it is in fact getting rated so high just because of Margot alone, then why do her other movies don't get rated that well and get that much attention? Honestly I really don't understand and I think this movie is way too overhyped for no reason. And I have no idea why... For other movies that get hyped like that I do see the reasons why they're getting so hyped. So the movie is not awful, but it's rather average, if you're not going there specifically for Margot then I am pretty sure there will be multiple movies at your local cinema at the time you're reading this, which are way more worth watching than this one...",/review/rw9221648/?ref_=tt_urv
84,13 September 2023,ambusched94,4," Margot Robbie & Ryan Gosling's performances bolster a film with messaging that is heavy-handed and bordering on exhaustingly preachy most of the time
","The film opens strongly with Margot Robbie and Ryan Gosling delivering compelling performances. Their star power and acting prowess add depth to the movie. However, as the film progresses and Barbie encounters her human counterparts in the real world, the thin plot becomes more noticeable. Some viewers might have preferred a subtler approach to delivering the political message, as the film can be seen as overly direct, leading to a polarizing and preachy tone. This approach aligns with the directorial style and screenplay motifs commonly associated with Greta Gerwig.",/review/rw9221648/?ref_=tt_urv
85,6 August 2023,D4V1D2411,8," Fun enough to like it but easily to hate for its message
",": I feel confused about this movie, probably like a lot of people, on one hand I laughed as I hadnt with a movie in a long time and the vibe this movie has is just very appealing, but on the other hand while not being an anti-men movie and actually trying to have a deep message, it feels at some parts like a tantrum. The way it handles its feminist message is not the best, because while it tries to give a meaningful speach, it almost boarders with hate speach and ridiculization, I say almost, because a lot of this situations are just played by the laughs and when theyre not, while being bad, theyre not terrible. But this makes it sound like a bad movie, which barbie is not, at the end it manages to actually give a meaningfull speech about the wrong in the real world and takes some minutes to understand both sides. It is still not the best ending possible because it can be a little too ridiculous, when you have a movie thats like that all the time I dont think it matters all that much. And at the end of the day I took home with me the minutes of laughter this movie gave to me, an enjoying fun time that is worth watching.",/review/rw9221648/?ref_=tt_urv
86,19 July 2023,AvionPrince16,6," Barbie Land
","Im not really disappointed or love the movie to be honest. It was kind of weird and strange at the beginning: we understand it later because we are in the Barbie world. So they played with the culture reference of the barbie, the dolls and what they represent: an ideal world with where the womans are in power. Things will get pretty normal after they enter the real world and all the problems: sexual remark, womens and their place in society (the inequality with mens.) I was pretty sure they will talk about the problems with womans and their complex because of Barbie and the perfect women she is and how this is contrasted with the real world. Its pretty obvious that they will talk about it. I love also how Ken will also notice how mens are more powerful in the real world: its like everyone see that reality is not really what they perceived themselves in their own reality and power will shift also later in Barbie Land. I understand why they act like this and stuff but i didnt really get into the movie to be honest: i only identify myself when they talked about society and business but all the musical things, the choregraphy and even the morality was kind of superficial. But i enjoyed that Barbie realised the problems of our world and compare to her own. Some moments was funny and some more serious or drama sometimes even if its pretty soft because we are in Barbie Land. I mean i spend a great time but it was kind of ok. And i still think its a great Barbie movie: the task was not easy to represent that world but i enjoyed the set design, the colors, the camera movements. Its good anyway.",/review/rw9221648/?ref_=tt_urv
87,15 August 2023,ThereelscoopwithKK,4," Great Casting: But is it Satire or Social Commentary?
","The casting for the roles is pretty well spot on. Margot Robbie is an absolute superstar and nobody would fit the role of Barbie better. I liked the little joke when Barbie says ""I'm not pretty anymore. I'm not 'stereotypical Barbie' pretty and the narrator replies "" Note to the filmmakers: Margot Robbie is the wrong person to cast if you want to make this point."" Even when they try to make Margot Robbie less pretty they can't really achieve it. Robbie shines with charisma every time she is on a screen and this movie is no exception. Not only is she very attractive but her acting is superb as well.",/review/rw9221648/?ref_=tt_urv
88,21 July 2023,meltingmel,10," 10/10!!!!!!!
",Wow. WOW!!!!,/review/rw9221648/?ref_=tt_urv
89,20 August 2023,Leofwine_draca,6," A real mixed bag
","BARBIE is a film I find incredibly difficult to both review and rate. On the face of it, the trappings are pitiful and the tone is all over the place. The audience I saw it with were laughing at the dumbest jokes imaginable (like Gosling bouncing off the plastic wave) and missing all of the depth, which is what I personally found appealing. It's very hard to take such a tongue-in-cheek approach seriously, but then you could argue that it's deliberately bad, deliberately plasticky. Not that that excuses the bad acting from the likes of Ferrera et al. Despite this, the film's skewering of the patriarchy is spot-on, and Gosling turns out to be very good, stealing the film from the others. So it's a film I appreciate some parts of, and not others.",/review/rw9221648/?ref_=tt_urv
90,26 July 2023,sanadalsalt,10," An Unforgettable Delight!
","Oh, where do I even begin? Barbie 2023 is a tour de force that has left me utterly captivated, enchanted, and spellbound. Every moment of this cinematic marvel was nothing short of pure excellence, deserving nothing less than a perfect 10 out of 10 rating!",/review/rw9221648/?ref_=tt_urv
91,5 August 2023,pierreolivier-21287,6," What did I just watch?
",I feel... Confused? I guess?,/review/rw9221648/?ref_=tt_urv
92,23 July 2023,asayed-63121,9," Exceeds Expectations
","If you told me a few years ago that one of the best movies in 2023, and arguably the highest-grossing one is going to be Barbie, I would have laughed and called you crazy. But here we are, and the atmosphere in the theatre felt like a cultural revolution, which can become ""You just had to be there"" moment for the Gen-Zs.",/review/rw9221648/?ref_=tt_urv
93,3 August 2023,DanLawson146,7," Fun, but too on the nose at times
",POSITIVES:,/review/rw9221648/?ref_=tt_urv
94,1 August 2023,levybob,5," Why Didn't I Love This Movie?
","Why didn't I love 'Barbie'? I mean it's a brilliantly shot film. It's got a great Ryan Gosling, a very good Margot Robbie. Its heart is in the right place; its message is a good, politically correct, one. Its pacing is fine. Its not too long. So then, what was wrong?",/review/rw9221648/?ref_=tt_urv
95,25 July 2023,kimberlyely-27550,10," Everyone watch this
",Barbie,/review/rw9221648/?ref_=tt_urv
96,23 July 2023,sandrachungate,6," Great for the first 30 minutes, then not
",The trailers and marketing for the movie were so good that I was really disappointed when the movie took an odd turn after 20-30 minutes into it.,/review/rw9221648/?ref_=tt_urv
97,21 July 2023,michelle-kissler,5," Barbie, Swing and a Miss
","This film had the potential to become a cult classic with its strong cast, stunning costumes, and iconic character. However, it failed to live up to expectations, falling flat just like *spoiler Barbie's heels.",/review/rw9221648/?ref_=tt_urv
98,20 July 2023,mavigangi,10," A colorful love letter to human kind
","I cried, I laughed, I dance and I did sing too. What a joyful time I had at the movies watching Barbie. This is a movie to celebrate how diverse and complicated are the humans. The cinematography is a outstanding as well as the production design and the vestuary. The casting seems like made in heaven. I recommend this movie for 11+ years old. And if you have a teen at home, take her with you. Barbie goes from fun to introspection and I love a good comedy that makes you think. Ryan Gosling is the perfect Ken, he does everything in this movie and shines every time he shows up. Margo is a perfect Barbie and got a real sense of the relevance this is going to have.",/review/rw9221648/?ref_=tt_urv
99,28 July 2023,mohamed-elbehairy,6," Had some good moments but that's it
","I found the movie to be refreshing, but it's far from perfect.",/review/rw9221648/?ref_=tt_urv
